folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used
Global Physical Activity Questionnaire,gpaq_total,Total physical activity (min/day),This variable shows the average amount of time spent doing some form of physical activity in a week.,numeric,"","","","",""
Global Physical Activity Questionnaire,gpaq_total_met,Total physical activity (MET-min/day),This variable calculates the total amount of time spent doing some form of physical activity in a week.,numeric,"","","","",""
Global Physical Activity Questionnaire,gpaq_total_mod,Total physical (moderate) activity (min/day),This variable finds the average amount of time spent per day doing moderate physical activity.,numeric,"","","","",""
Global Physical Activity Questionnaire,gpaq_total_vig,Total physical (vigorous) activity (min/day),This variable finds the average amount of time spent per day doing vigorous physical activity.,numeric,"","","","",""
Global Physical Activity Questionnaire,gpaq_trsport,Transportation-related physical activity (min/day),This variable calculates the average amount of time spent per day walking or biking to and from a place.,numeric,"","","","",""
Global Physical Activity Questionnaire,gpaq_vig_week,GPAQ - Total physical (vigorous) activity (min/week),This variable finds the average amount of time spent per week doing vigorous physical activity.,numeric,"","","","",""
Global Physical Activity Questionnaire,gpaq_work,Work-related physical activity (min/day),This variable finds the total time per day doing some form of work-related physical activity.,numeric,"","","","",""
Global Physical Activity Questionnaire,gpaq_work_mod,Work-related (moderate) physical activity (min/day),This variable calculates the average amount of time spent per day doing a moderate work-related physical activity.,numeric,"","","","",""
Global Physical Activity Questionnaire,gpaq_work_vig,Work-related (vigorous) physical activity (min/day),This variable calculates the average amount of time spent per day doing a vigorous work-related physical activity.,numeric,"","","","",""
Hispanic Stress Inventory,hsi_extrafam_cnt_sueno,Extrafamilial stress non-missing item count,"",numeric,"","","","",""
Hispanic Stress Inventory,hsi_extrafam_sueno,Extrafamilial stress,"",numeric,"","","","",""
Hispanic Stress Inventory,hsi_fam_cul_cnt_sueno,"Familial or cultural confilict, non-missing item count","",numeric,"","","","",""
Hispanic Stress Inventory,hsi_fam_cul_sueno,Familial or cultural conflict,"",numeric,"","","","",""
Hispanic Stress Inventory,hsi_immig_cnt_sueno,"Immigration stress count, non-missing items","",numeric,"","","","",""
Hispanic Stress Inventory,hsi_immig_sueno,Immigration stress,"",numeric,"","","","",""
Hispanic Stress Inventory,hsi_intrafam_cnt_sueno,"Intrafamilial stress, non-missing item count","",numeric,"","","","",""
Hispanic Stress Inventory,hsi_intrafam_sueno,Intrafamilial stress,"",numeric,"","","","",""
Hispanic Stress Inventory,hsi_marital_cnt_sueno,"Marital stress, non-missing item count","",numeric,"","","","",""
Hispanic Stress Inventory,hsi_marital_sueno,Marital stress,"",numeric,"","","","",""
Hispanic Stress Inventory,hsi_occ_eco_cnt_sueno,"Occupational or economic stress, non-missing item count","",numeric,"","","","",""
Hispanic Stress Inventory,hsi_occ_eco_sueno,Occupational or economic stress,"",numeric,"","","","",""
Hispanic Stress Inventory,hsi_parental_cnt_sueno,"Parental stress, non-missing item count","",numeric,"","","","",""
Hispanic Stress Inventory,hsi_parental_sueno,Parental stress,"",numeric,"","","","",""
Hispanic Stress Inventory,hsi_tot_cnt_sueno,"Total score, non-missing item count","",numeric,"","","","",""
Hispanic Stress Inventory,hsi_tot_sueno,Total score,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate1,Hispanic Stress Inventory individual score - ATE item 1,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate10,Hispanic Stress Inventory individual score - ATE item 10,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate11,Hispanic Stress Inventory individual score - ATE item 11,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate12,Hispanic Stress Inventory individual score - ATE item 12,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate13,Hispanic Stress Inventory individual score - ATE item 13,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate14,Hispanic Stress Inventory individual score - ATE item 14,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate15,Hispanic Stress Inventory individual score - ATE item 15,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate16,Hispanic Stress Inventory individual score - ATE item 16,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate17,Hispanic Stress Inventory individual score - ATE item 17,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate2,Hispanic Stress Inventory individual score - ATE item 2,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate3,Hispanic Stress Inventory individual score - ATE item 3,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate4,Hispanic Stress Inventory individual score - ATE item 4,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate5,Hispanic Stress Inventory individual score - ATE item 5,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate6,Hispanic Stress Inventory individual score - ATE item 6,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate7,Hispanic Stress Inventory individual score - ATE item 7,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate8,Hispanic Stress Inventory individual score - ATE item 8,"",numeric,"","","","",""
Hispanic Stress Inventory,ind_sueno_ate9,Hispanic Stress Inventory individual score - ATE item 9,"",numeric,"","","","",""
Laboratory Measures,cardiac_risk_ratio,Cardiac Risk Ratio (TC/HDL) - AHA,This variable calculates the ratio of total cholesterol by HDL cholesterol.,numeric,"","","","",""
Laboratory Measures,ckd,Chronic Kidney Disease using eGFR only (NIDDK),This variable estimated based on the estimated GFR value and is defined using NIDDK guidelines.,choices,"",normal_endstage,"","",""
Laboratory Measures,dyslipidemia,"Dyslipidemia (High LDL, low HDL, or high triglyerides) - NIH","This variable checks for HDL, LDL, and triglyceride values to determine presence/absence of dyslipidemia.",choices,"",noyes01,"","",""
Laboratory Measures,gfrscr,"eGFR based on serum creatinine, gender, age and race","This variable estimates Glomerular filtration rate, based on serum creatinine, and demographics gender, age and race (black vs. nonblack).",numeric,"","","","",""
Laboratory Measures,gfrscys,eGFR based on serum cystatin C w/o demographics,"This variable estimates Glomerular filtration rate, based on serum cystatin C and no demographic factors.",numeric,"","","","",""
Laboratory Measures,gfrscys_scr,"eGFR based on serum cystatin C, serum creatinine, gender, age, and race","This variable estimates Glomerular filtration rate, based on serum cystatin C, serum creatinine, and demographics gender, age and race (black vs. nonblack).",numeric,"","","","",""
Laboratory Measures,high_total_chol,"Hypercholesterolemia (from LABA66,LABA68,LABA69,MED_LLD)","This variable checks for Total cholesterol, HDL, LDL, and antihyperlipidemic medication use values to determine presence/absence of hypercholesterolemia.",choices,"",noyes01,"","",""
Laboratory Measures,insulin_fast,"Insulin, fasting (calibrated, converted to mU/L)","This variable combines fasting glucose results from the central lab that was processed prior to July 5, 2010 (using units of mU/L) with results processed on or after July 5, 2010 (using units of pmol/L) and the overall units are converted to mU/L (1 mU/L = 6 pmol/L).",numeric,"","","","",""
Laboratory Measures,insulin_ogtt,"Insulin, post OGTT (calibrated, converted to mU/L)","This variable combines post OGTT glucose results from the central lab that were processed prior to July 5, 2010 (using units of mU/L) with results processed on or after July 5, 2010 (using units of pmol/L) and the overall units are converted to mU/L (1 mU/L = 6 pmol/L).",numeric,"","","","",""
Medications,med_antianginal,Antianginals,"",choices,"",noyes01,"","",""
Medications,med_antianginal_sueno,Antianginals,"",choices,"",noyes01,"","",""
Medications,med_antianxi,Antianxiety agents,"",choices,"",noyes01,"","",""
Medications,med_antianxi_sueno,Antianxiety agents,"",choices,"",noyes01,"","",""
Medications,med_antiarrhythmics,AntiArrhythmics,"",choices,"",noyes01,"","",""
Medications,med_antiarrhythmics_sueno,AntiArrhythmics,"",choices,"",noyes01,"","",""
Medications,med_antiasthmatics,Antiasthmatic or bronchodilator agents,"",choices,"",noyes01,"","",""
Medications,med_antiasthmatics_sueno,Antiasthmatic or bronchodilator agents,"",choices,"",noyes01,"","",""
Medications,med_anticoag,Anticoagulants,"",choices,"",noyes01,"","",""
Medications,med_anticoag_coumarin,Coumarin anticoagulants,"",choices,"",noyes01,"","",""
Medications,med_anticoag_coumarin_sueno,Coumarin anticoagulants,"",choices,"",noyes01,"","",""
Medications,med_anticoag_heparin,Heparin anticoagulants,"",choices,"",noyes01,"","",""
Medications,med_anticoag_heparin_sueno,Heparin anticoagulants,"",choices,"",noyes01,"","",""
Medications,med_anticoag_sueno,Anticoagulants,"",choices,"",noyes01,"","",""
Medications,med_antidepre_ssri,Antidepressants - selective serotonin re-uptake inhibitors,"",choices,"",noyes01,"","",""
Medications,med_antidepre_ssri_sueno,Antidepressants - selective serotonin re-uptake inhibitors,"",choices,"",noyes01,"","",""
Medications,med_antidepre_tricyc,Antidepressants tricyclic antidepressants,"",choices,"",noyes01,"","",""
Medications,med_antidepre_tricyc_sueno,Antidepressants tricyclic antidepressants,"",choices,"",noyes01,"","",""
Medications,med_antidepress,Antidepressants,"",choices,"",noyes01,"","",""
Medications,med_antidepress_sueno,Antidepressants,"",choices,"",noyes01,"","",""
Medications,med_antidiab,Antidiabetics,"",choices,"",noyes01,"","",""
Medications,med_antidiab_sueno,Antidiabetics,"",choices,"",noyes01,"","",""
Medications,med_antihypert,Antihypertensives,"",choices,"",noyes01,"","",""
Medications,med_antihypert_acei,ACE Inhibitors,"",choices,"",noyes01,"","",""
Medications,med_antihypert_acei_sueno,ACE Inhibitors,"",choices,"",noyes01,"","",""
Medications,med_antihypert_at2ras,Angiotensin II Receptor Antaognists,"",choices,"",noyes01,"","",""
Medications,med_antihypert_at2ras_sueno,Angiotensin II Receptor Antagonists,"",choices,"",noyes01,"","",""
Medications,med_antihypert_sueno,Antihypertensives,"",choices,"",noyes01,"","",""
Medications,med_antiplatelet,Antiplatelets,"",choices,"",noyes01,"","",""
Medications,med_antiplatelet_sueno,Antiplatelets,"",choices,"",noyes01,"","",""
Medications,med_antipsycho,Antipsychotics,"",choices,"",noyes01,"","",""
Medications,med_antipsycho_sueno,Antipsychotics,"",choices,"",noyes01,"","",""
Medications,med_aspirin,Aspirin-containing analgesics,"",choices,"",noyes01,"","",""
Medications,med_aspirin_sueno,Aspirin-containing analgesics,"",choices,"",noyes01,"","",""
Medications,med_bb,Beta Blockers,"",choices,"",noyes01,"","",""
Medications,med_bb_ophthalmic,Ophthalmic Beta Blockers,"",choices,"",noyes01,"","",""
Medications,med_bb_ophthalmic_sueno,Ophthalmic Beta Blockers,"",choices,"",noyes01,"","",""
Medications,med_bb_sueno,Beta Blockers,"",choices,"",noyes01,"","",""
Medications,med_bronchodilator_sueno,Bronchodilator and Antiasthmatic Agents Medication use,"",choices,"",noyes01,"","",""
Medications,med_cacb,Calcium Channel Blockers,"",choices,"",noyes01,"","",""
Medications,med_cacb_sueno,Calcium Channel Blockers,"",choices,"",noyes01,"","",""
Medications,med_cardiacglycosides,Cardiac Glycosides,"",choices,"",noyes01,"","",""
Medications,med_cardiacglycosides_sueno,Cardiac Glycosides,"",choices,"",noyes01,"","",""
Medications,med_chemo,Chemotherapy,"",choices,"",noyes01,"","",""
Medications,med_chemo_sueno,Chemotherapy,"",choices,"",noyes01,"","",""
Medications,med_clopid,Clopidogrel (Plavix),"",choices,"",noyes01,"","",""
Medications,med_clopid_sueno,Clopidogrel (Plavix),"",choices,"",noyes01,"","",""
Medications,med_contraceptives,Contraceptives,"",choices,"",noyes01,"","",""
Medications,med_contraceptives_sueno,Contraceptives,"",choices,"",noyes01,"","",""
Medications,med_cortico_inhaled_sueno,Inhaled Corticosteroid Medication use,"",choices,"",noyes01,"","",""
Medications,med_cox2,COX-2 inhibitors,"",choices,"",noyes01,"","",""
Medications,med_cox2_sueno,COX-2 Inhibitors,"",choices,"",noyes01,"","",""
Medications,med_current_hrt,Any Hormone Repl. Therapy,"",choices,"",noyes01,"","",""
Medications,med_current_hrt_sueno,Any hormone replacement therapy,"",choices,"",noyes01,"","",""
Medications,med_diuretic,Diuretics,"",choices,"",noyes01,"","",""
Medications,med_diuretic_sueno,Diuretics,"",choices,"",noyes01,"","",""
Medications,med_diuretic_thiazide,Thiazide Diuretics,"",choices,"",noyes01,"","",""
Medications,med_diuretic_thiazide_sueno,Thiazide diuretics,"",choices,"",noyes01,"","",""
Medications,med_estrogen_combo,Estrogens - Combinations Only,"",choices,"",noyes01,"","",""
Medications,med_estrogen_combo_sueno,Estrogens - combination only,"",choices,"",noyes01,"","",""
Medications,med_estrogens,Estrogens,"",choices,"",noyes01,"","",""
Medications,med_estrogens_sueno,Estrogens,"",choices,"",noyes01,"","",""
Medications,med_fertility_reg,Fertility Regulators,"",choices,"",noyes01,"","",""
Medications,med_fertility_reg_sueno,Fetility regulators,"",choices,"",noyes01,"","",""
Medications,med_fibares_nicoacid,Fibric/Nicotinic Acids (trt of TG and HDL),"",choices,"",noyes01,"","",""
Medications,med_fibares_nicoacid_sueno,Fibric/Nicotinic Acids (trt of TG and HDL),"",choices,"",noyes01,"","",""
Medications,med_insulin,Insulins,"",choices,"",noyes01,"","",""
Medications,med_insulin_sueno,Insulins,"",choices,"",noyes01,"","",""
Medications,med_lhrh,LHRH/GnRH Only,"",choices,"",noyes01,"","",""
Medications,med_lhrh_ag,LHRH/GnRH Agonist Analog,"",choices,"",noyes01,"","",""
Medications,med_lhrh_ag_sueno,Luteinizing Hormone-Releasing Hormone/Gonadotropin-Releasing Hormone Agonist Analog ,"",choices,"",noyes01,"","",""
Medications,med_lhrh_ant,LHRH/GnRH Antagonists,"",choices,"",noyes01,"","",""
Medications,med_lhrh_ant_sueno,Luteinizing Hormone-Releasing Hormone/Gonadotropin-Releasing Hormone Antagonists,"",choices,"",noyes01,"","",""
Medications,med_lhrh_sueno,Luteinizing Hormone-Releasing Hormone/Gonadotropin-Releasing Hormone only,"",choices,"",noyes01,"","",""
Medications,med_lld,Lipid lowering drugs/Antihyperlipidemics (LLD),"",choices,"",noyes01,"","",""
Medications,med_lld_sueno,Lipid-lowering drugs/Antihyperlipidemics,"",choices,"",noyes01,"","",""
Medications,med_metformin,Metformins,"",choices,"",noyes01,"","",""
Medications,med_metformin_sueno,Metformins,"",choices,"",noyes01,"","",""
Medications,med_nsaid,NSAIDs,"",choices,"",noyes01,"","",""
Medications,med_nsaid_sueno,NSAIDs,"",choices,"",noyes01,"","",""
Medications,med_oi_steroid,Oral/inhalantable Glucocorticorsteroids,"",choices,"",noyes01,"","",""
Medications,med_oi_steroid_sueno,Oral or inhalable glucocorticosteroids,"",choices,"",noyes01,"","",""
Medications,med_pde4_sueno,Phosphodiesterase Type IV Inhibitor medication use,"",choices,"",noyes01,"","",""
Medications,med_progestins,Progestins,"",choices,"",noyes01,"","",""
Medications,med_progestins_sueno,Progestins,"",choices,"",noyes01,"","",""
Medications,med_pulmonary,Pulmonary medication,"",choices,"",noyes01,"","",""
Medications,med_pulmonary_sueno,Pulmonary medications,"",choices,"",noyes01,"","",""
Medications,med_serm,Selective Estrogen Receptor Modulators,"",choices,"",noyes01,"","",""
Medications,med_serm_sueno,Selective Estrogen Receptor Modulators,"",choices,"",noyes01,"","",""
Medications,med_statin,Statins,"",choices,"",noyes01,"","",""
Medications,med_statin_sueno,Statins,"",choices,"",noyes01,"","",""
Medications,sleep_med,Highest reported frequency of sleeping medication usage,"",numeric,"","","","",""
Neighborhood Social Cohesion Scale,neighbor_cohesion_cnt_sueno,"Neighborhood Social Cohesion Scale, non-missing items count","",numeric,"","","","",""
Neighborhood Social Cohesion Scale,neighbor_cohesion_sueno,Neighborhood Social Cohesion Scale,"",numeric,"","","","",""
Neighborhood Social Cohesion Scale,neighbor_problem_cnt_sueno,"Neighborhood Problem Scale, non-missing item count","",numeric,"","","","",""
Neighborhood Social Cohesion Scale,neighbor_problem_sueno,Neighborhood Problem Score,"",numeric,"","","","",""
Neurocognitive,digitsymbol,Digit Symbo Substitution Score (NEEA14),This variable is for the score of the digit symbol substitution test. Only defined for participants who took a neurocognitive assessment (NEE form).,numeric,"","","","",""
Neurocognitive,ecg_maj,Major ECG Abnormalities,This variable is defined only for participants that have ECG data.,choices,"",noyes01,"","",""
Neurocognitive,ecg_min,Minor ECG Abnormalities,This variable is defined only for participants that have ECG data.,choices,"",noyes01,"","",""
Neurocognitive,no_disability_6item,No Diability on NEEA5-7,"",choices,"",noyes01,"","",""
Neurocognitive,sevlt_3trials,"SEVTL, Sum of 3 Trials (NEEA8=10)",This variable is the sum of the scores of the first 3 trials of the SEVLT test. Only defined for participants who took a neurocognitive assessment (NEE form).,numeric,"","","","",""
Neurocognitive,sevlt_recall,"SEVLT, Delay Recall (NEEA11 with re-coding)",This variable is the scores of the 5th delayed recall trial of the SEVLT test. Definition per Dr. Hector Gonzalez. Only defined for participants who took a neurocognitive assessment (NEE form).,numeric,"","","","",""
Neurocognitive,total_6item,Total Score on 6 Item Screener (with re-coding),"This variable is the total score of the 6-item screener, which uses recoding of the original responses per definitions by Dr. Hector Gonzalez. It can take integer values from 0 to 6. Only defined for participants who took a neurocognitive assessment (NEE form).",numeric,"","","","",""
Neurocognitive,wordfreq,Word Frequency (A+F) (NEEA12-13),This variable is the sum of the score of the A and F parts of the Word Fluency test. Only defined for participants who took a neurocognitive assessment (NEE form).,numeric,"","","","",""
Quality of Life,cesd10,CESD 10-item total summary score,"This variable is the sum of (WBEA1-WBEA10), where positively worded items (WBEA5, WBEA8) are reverse coded.  For participants with 1 or 2 missing items, CESD10 is equal to the weighted average of the nonmissing items*10.",numeric,"","","","",""
Quality of Life,cesd10_sueno,CESD 10-item total summary score,"This variable is the sum of (WBEA1-WBEA10), administered at the Sueno visit, where positively worded items (WBEA5, WBEA8) are reverse coded.  For participants with 1 or 2 missing items, CESD10 is equal to the weighted average of the nonmissing items*10.",numeric,"","","","",""
Quality of Life,stai10,10-Item State Trait Anxiety Inventory,"This variable is the sum of (WBEA11-WBEA20), where positively worded items (WBEA12, WBEA17, WBEA19) are reverse coded, and 1 is added to all responses (converting from 0-3 to 1-4 scale to match the standardized instrument scoring). For participants with 1 or 2 missing items, STAI10 is equal to the weighted average of the nonmissing items*10.",numeric,"","","","",""
Quality of Life,stai10_sueno,10-Item State Trait Anxiety Inventory,"This variable is the sum of (WBEA11-WBEA20), where positively worded items (WBEA12, WBEA17, WBEA19) are reverse coded, and 1 is added to all responses (converting from 0-3 to 1-4 scale to match the standardized instrument scoring). For participants with 1 or 2 missing items, STAI10 is equal to the weighted average of the nonmissing items*10.",numeric,"","","","",""
Respiratory,airflow_limitation,Airflow Limitation (pre FEV1/FVC<70 only),This variable is based on the empirical evidence from the spirometry that the ratio of  FEV1 to FVC is below the level defined by the ATS as indicative of restricted airflow. Defined only for valid spirometries.,choices,"",noyes01,"","",""
Respiratory,airflow_obstruction,Obstructive Lung Disease suspect,This variable is based on the empirical evidence from the spirometry that the ratio of  FEV1 to FVC is below the level defined by the ATS as indicative of restricted airflow.,choices,"",noyes01,"","",""
Respiratory,asthma_c4,4-level grouped Asthma Status,"",choices,"",never_current_dk,"","",""
Respiratory,asthma_c4_md,4-level grouped Asthma Status - by MD diagnosis,"",choices,"",never_current_dk,"","",""
Respiratory,asthma_curr,Current Asthma,"",choices,"",noyesdk,"","",""
Respiratory,asthma_curr_md,Currently have asthma with ever MD diagnosis,"",choices,"",noyes01,"","",""
Respiratory,asthma_ever,Ever had Asthma (self-report),"",choices,"",noyesu,"","",""
Respiratory,asthma_ever_md,Ever had asthma with MD diagnosis,"",choices,"",noyes01,"","",""
Respiratory,asthma_meds,Asthma Med Use - self/scanned (curr asthma by MD diag),This variable combines scanned/transcribed anti-asthmatic medication use with self-report asthma medication use.,choices,"",asthma_meds_noyes,"","",""
Respiratory,bd_response_abs,Bronchodilator Responsive by 15% change,This variable is based on the post-bronchodilator measurement of the FEV1. The airflow remains restricted after the administration of albuterol the person did not respond by greater than a 15% improvement over their first measurement. If PRBA29 is not missing and POBA29 is not missing and PRBA29 > 0 then.,choices,"",bd_response,"","",""
Respiratory,copd_by_bd,COPD by BD Test,This indicator of COPD is based on the post-bronchodilator measurement of the FEV1 to FVC ratio.  The airflow remains restricted after the administration of albuterol.,choices,"",noyes01,"","",""
Respiratory,copd_by_bd_allpre,COPD by BD Test (for all valid PRE_BD),This variable is based on the post-bronchodilator measurement of the FEV1 to FVC ratio. The airflow remains restricted after the administration of albuterol. This variable is also defined for all participants who did not conduct a post-spirometry exam. Defined only for valid spirometries.,choices,"",noyes01,"","",""
Respiratory,copd_ever,Self-report of ever had COPD/Emph or CB,"",choices,"",noyes01,"","",""
Respiratory,copd_meds,COPD Med Use - self/scanned (ever COPD by MD diag),This variable combines scanned/transcribed anti-asthmatic medication use with self-report COPD medication use.,choices,"",copd_meds_noyes,"","",""
Respiratory,copd_self,Self-report of ever had COPD/Emph,"",choices,"",noyes01,"","",""
Respiratory,fev1_fvc_ratio,FEV1/FVC Ratio,This variable is the ratio of forced expiratory volume in one minute (FEV1 ) to forced vital capacity (FVC) expressed as a percentage. ,numeric,"","","","",""
Respiratory,mrc_cb,Chronic Productive Cough 3+ mths in 2+ yrs,"",choices,"",noyes01,"","",""
Respiratory,phlegm,Phlegm day/night 3 months in a row,"",choices,"",noyes01,"","",""
Respiratory,pneumonia,Pneumonia,"",choices,"",noyes01,"","",""
Respiratory,postbd_expected,Post-BD Expected (among valid spirometry,"This variable is a flag for whether a post bronchodilator was expected, based on the premeasurement.  A post measurement was expected if the FEV1 to FVC ratio was less than 70% or less than the lower limit of normal for FEV1/FVC%.",choices,"",noyes01,"","",""
Respiratory,postbd_prebd_diff,Post(FEV1%pred)-Pre(FEV1%pred),"This variable is based on the ratio of the measured FEV1 difference from postbronchodilator and pre-bronchodilator exams over the Predicted FEV1 calculated prebronch (both values must be non-missing, and the post-bronchodilator spirometry examinations must be valid).",numeric,"","","","",""
Respiratory,postbd_prebd_diff_gt12_v2,Post(FEV1%pred)-Pre(FEV1%pred)>=12% (pre FEV1/FVC<70 only),"This variable is based on the ratio of the measured FEV1 difference from postbronchodilator and pre-bronchodilator exams over the Predicted FEV1 calculated prebronch (both values must be non-missing, and the post-bronchodilator spirometry examination must be valid) among participants with pre FEV1/FVC<70 only (ignores LLN comparison).",numeric,"","","","",""
Respiratory,valid_spirometry,Valid Spirometry Studies (Pre),This variable is an overall data quality indicator derived by the pulmonary reading center on the adequacy study for use.,choices,"",noyes01,"","",""
Respiratory,valid_spirometry_postbd,Valid Spirometry Studies (Post BD),This variable is an overall data quality indicator derived by the pulmonary reading center on the adequacy study for use.,choices,"",noyes01,"","",""
Respiratory,valid_spirometry_postbd_v2,Valid post-spirometry (A-D grading) adjusted for unexpected BDs,This variable is a flag for whether a post bronchodilator was valid (grade A-D).  Defined only for participants where a post measurement was expected.,choices,"",valid,"","",""
Respiratory,wheeze_last12,Wheezing in last 12 months,"",choices,"",noyes01,"","",""
Respiratory,wheeze_sb,Wheezing ever with shortness of breath,"",choices,"",noyes01,"","",""
SF-12 Health Survey,agg_ment,Aggregate mental health score norm-based transformed,This sub-scale score is a norm-based transformation of standardized Z scores of the constituent items for the established domains which is scaled to a mean of 50 and standard deviation of 10.,numeric,"","","","",""
SF-12 Health Survey,agg_phys,Aggregate physical health score norm-based transformed,This sub-scale score is a norm-based transformation of standardized Z scores of the constituent items for the established domains which is scaled to a mean of 50 and standard deviation of 10.,numeric,"","","","",""
Sleep Monitoring,slpa10,Hours of valid recording time in supine position - Cannula,"",numeric,hours,"","","",""
Sleep Monitoring,slpa100,Percent Time SpO2 < 75,"",numeric,percent,"","","",""
Sleep Monitoring,slpa101,Percent Time SpO2 < 70,"",numeric,percent,"","","",""
Sleep Monitoring,slpa102,Total time of artifact SpO2 (hours),"",numeric,hours,"","","",""
Sleep Monitoring,slpa103,Total time of poor SpO2 (hours),"",numeric,hours,"","","",""
Sleep Monitoring,slpa104,Percent of time with artifact SpO2,"",numeric,percent,"","","",""
Sleep Monitoring,slpa105,Mean SpO2 desaturation,"",numeric,percent,"","","",""
Sleep Monitoring,slpa106,Mean SpO2 desaturation (non-supine),"",numeric,percent,"","","",""
Sleep Monitoring,slpa107,Mean SpO2 desaturation (supine),"",numeric,percent,"","","",""
Sleep Monitoring,slpa108,Mean SpO2 desaturation nadir,"",numeric,percent,"","","",""
Sleep Monitoring,slpa109,Mean SpO2 desaturation starting SpO2,"",numeric,percent,"","","",""
Sleep Monitoring,slpa11,Hours of valid recording time in non-supine position - Cannula,"",numeric,hours,"","","",""
Sleep Monitoring,slpa110,Mean SpO2 desaturation recovery,"",numeric,percent,"","","",""
Sleep Monitoring,slpa111,Minimum Heart Rate,"",numeric,beats per minute,"","","",""
Sleep Monitoring,slpa112,Maximum Heart Rate,"",numeric,beats per minute,"","","",""
Sleep Monitoring,slpa113,Mean Heart Rate,"",numeric,beats per minute,"","","",""
Sleep Monitoring,slpa114,Standard Deviation Heart Rate,"",numeric,beats per minute,"","","",""
Sleep Monitoring,slpa115,Mean Snore level (dB),"",numeric,decibels,"","","",""
Sleep Monitoring,slpa116,Total time spent in loud snoring,"",numeric,minutes,"","","",""
Sleep Monitoring,slpa117,Percent of time with Snoring level > 30 dB,"",numeric,percent,"","","",""
Sleep Monitoring,slpa118,Percent of time with Snoring level > 40 dB,"",numeric,percent,"","","",""
Sleep Monitoring,slpa119,Percent of time with Snoring level > 50 dB,"",numeric,percent,"","","",""
Sleep Monitoring,slpa12,Hours of valid recording time - SpO2,"",numeric,hours,"","","",""
Sleep Monitoring,slpa120,Percent of time with Snoring level > 60 dB,"",numeric,percent,"","","",""
Sleep Monitoring,slpa121,Reasons for Short Studies: SLP_OVERALL_FAIL_CODE,"",choices,"",reasons_short_study,"","",""
Sleep Monitoring,slpa13,Hours of valid recording time in supine position - SpO2,"",numeric,hours,"","","",""
Sleep Monitoring,slpa14,Hours of valid recording time in non-supine position - SpO2,"",numeric,hours,"","","",""
Sleep Monitoring,slpa15,Overall Study Quality,"",choices,"",overall_study_quality,"","",""
Sleep Monitoring,slpa16,Urgent Referral - AHI > 50,"",choices,"",noyes01,"","",""
Sleep Monitoring,slpa18,Urgent Referral - Baseline sat < 90,"",choices,"",noyes01,"","",""
Sleep Monitoring,slpa20,Urgent Referral - sat < 90 for 10% of recording,"",choices,"",noyes01,"","",""
Sleep Monitoring,slpa22,Urgent Referral - HR > 150,"",choices,"",noyes01,"","",""
Sleep Monitoring,slpa24,Urgent Referral - HR < 30,"",choices,"",noyes01,"","",""
Sleep Monitoring,slpa27,Total Time in Bed (hours),"",numeric,hours,"","","",""
Sleep Monitoring,slpa28,Recording Time (hours),"",numeric,hours,"","","",""
Sleep Monitoring,slpa29,Recording Time (seconds),"",numeric,seconds,"","","",""
Sleep Monitoring,slpa30,Valid Recording Time (hours),"",numeric,hours,"","","",""
Sleep Monitoring,slpa31,Valid Recording Time (seconds),"",numeric,seconds,"","","",""
Sleep Monitoring,slpa32,Valid Recording Time (Hours) - Non-Supine,"",numeric,hours,"","","",""
Sleep Monitoring,slpa33,Percent time in Non-Supine position,"",numeric,percent,"","","",""
Sleep Monitoring,slpa34,Valid Recording Time (Hours) - Supine,"",numeric,hours,"","","",""
Sleep Monitoring,slpa35,Percent time in Supine position,"",numeric,percent,"","","",""
Sleep Monitoring,slpa36,Apnea/Hypopnea Index (all desats),"",numeric,events per hour,"","","",""
Sleep Monitoring,slpa37,"Apnea/Hypopnea Index (all desats, non-supine)","",numeric,events per hour,"","","",""
Sleep Monitoring,slpa38,"Apnea/Hypopnea Index (all desats, supine)","",numeric,events per hour,"","","",""
Sleep Monitoring,slpa39,Apnea/Hypopnea Events (all desats),"",numeric,"","","","",""
Sleep Monitoring,slpa40,"Apnea/Hypopnea Events (all desats, non-supine)","",numeric,"","","","",""
Sleep Monitoring,slpa41,"Apnea/Hypopnea Events (all desats, supine)","",numeric,"","","","",""
Sleep Monitoring,slpa42,Total Time spent in Apnea/Hypopnea event (all desats) (hours),"",numeric,hours,"","","",""
